position_0,position_1,position_2,density,radius
1.151490174750636336e-02,1.872799222010451496e-04,3.475777378374835577e-04,4.386045305372616895e+03,3.575548818181433527e-05
9.417448889621612626e-03,1.213719632033888590e-03,4.062954098542457420e-04,4.386030427581416006e+03,2.834150417505485305e-05
1.301839789624220992e-02,1.554299136212688353e-03,1.485300311991180936e-04,4.386026757514042401e+03,2.986716428500486116e-05
1.266729250420490366e-02,2.312491058617613545e-04,4.843871755534719017e-04,4.386033249088473895e+03,3.635823657142039862e-05
1.184566871290469031e-02,1.007288584030499373e-03,1.986146605170071710e-04,4.386038788299201769e+03,3.473556402020349911e-05
9.702972226237747966e-03,1.985744644751486366e-04,1.524597691040363427e-04,4.386049521558998094e+03,3.850300689717963239e-05
1.150030730483916214e-02,6.189613997366376829e-04,5.575907421645520971e-04,4.386058785766653273e+03,3.486132752525640457e-05
8.932993130948398142e-03,1.031970482649052561e-03,5.285668602031043384e-05,4.386086205849337603e+03,3.350100278620266162e-05
1.339910177816223090e-02,3.646555714545869631e-04,3.210990561201172711e-04,4.386047554166135342e+03,2.484707105864617129e-05
7.903765932588582843e-03,8.363245409917101402e-04,3.772289330302588625e-04,4.386050757924922436e+03,3.053439096923674486e-05
1.051222046216481257e-02,3.285258228628783975e-04,2.997758432389108891e-04,4.386050909388007312e+03,2.885151314657518774e-05
1.176966467192339452e-02,8.898019255001659395e-04,1.185099537237150876e-04,4.386051645676955559e+03,2.846727374664167448e-05
7.101483192403783458e-03,4.498532114380379265e-04,1.081368661608230202e-04,4.386050739395381243e+03,4.362360961907563037e-05
7.726744992939574980e-03,1.079340820373791499e-03,7.007372200069705371e-05,4.386011290395297692e+03,3.092206104635722544e-05
9.939419651498544034e-03,1.946917037156895014e-03,5.416368989110905991e-04,4.386004329951953878e+03,3.968550034645152358e-05
1.214468010302435265e-02,5.487803588046227463e-04,4.634870383861075006e-05,4.386028521794692097e+03,3.444793688973411881e-05
1.218551299509525870e-02,1.445711701870324307e-04,1.453286690125432147e-04,4.386028888429254039e+03,3.728585973784268498e-05
