position_0,position_1,position_2,density,radius
1.768884292095582612e-03,3.759421791557371502e-03,1.014913879130980543e-04,4.386060129054044410e+03,2.305399120598345948e-05
2.563024378385694857e-03,1.534785870720843833e-03,5.475140810592849655e-04,4.386062817344969517e+03,2.908698319700194846e-05
1.333576521135983054e-03,3.811565075706377630e-03,5.085957041344534675e-04,4.386030354207207893e+03,4.022035451243286230e-05
1.094568226723576952e-03,3.196935117639447804e-03,5.692271962733591682e-04,4.386000114033708996e+03,2.838487315720862998e-05
1.023686384999156684e-03,1.750440448010608021e-03,3.110449402520165034e-04,4.386059299341555743e+03,2.634942695280396388e-05
1.192990930698997580e-03,9.241801700045105010e-05,1.501830444269441878e-04,4.386043891100610381e+03,3.234617682100142903e-05
1.147398933619659658e-03,1.779481483353437211e-03,1.323010503629775206e-04,4.386039026854204167e+03,4.505896422076316427e-05
3.471793157636467609e-03,2.807992720434994687e-03,7.470692803515877013e-05,4.386013477181956659e+03,2.843137494541612471e-05
2.589835385657550566e-03,2.603841341327639732e-03,5.417122733203790994e-04,4.386051681898795323e+03,3.509310035970609814e-05
4.849938607828234476e-05,1.010199924700984873e-03,5.253286778639975002e-04,4.386067288385773281e+03,3.663725351304932709e-05
3.704034701901839314e-03,2.869838954966994361e-03,4.443898478141819269e-04,4.386078505241684979e+03,2.834880440790153947e-05
3.953716109329878940e-04,2.054503377127954358e-03,1.582932655715665524e-04,4.386052751670442376e+03,3.603249825906833936e-05
7.443404627645985785e-04,3.222262707076057470e-03,1.033114169613334895e-04,4.386050602653094757e+03,3.053543012725114318e-05
1.876767449766332573e-03,3.724080933187704032e-03,1.331554222291435026e-04,4.386027255314724243e+03,3.446594293524774211e-05
3.879006638189840765e-03,3.943061055440674062e-03,3.295343950661689400e-04,4.386052041345841644e+03,3.448484343704168891e-05
7.023563059007491846e-04,1.276564861215017267e-03,2.596825527238549782e-04,4.386044921919881745e+03,3.302238247510146612e-05
1.246727258317293979e-03,1.133391551087785084e-03,5.599824907304267732e-04,4.386054518467614798e+03,2.472878595265082894e-05
6.399201792849506945e-04,2.915500230082141396e-03,3.838303697449382151e-05,4.386045302391284167e+03,3.816818331604302753e-05
2.378999660748314701e-03,3.638988170828673808e-03,1.853963428374114802e-04,4.386038281856388494e+03,2.979235706807700895e-05
7.592880502347184018e-04,2.598430774045131907e-03,4.159434323941945040e-04,4.386028260994621633e+03,2.732204864602797491e-05
2.743690277382085201e-03,1.285369841214550240e-03,1.624333576326133512e-04,4.386041990830876784e+03,2.242135604591227044e-05
3.792821292299218289e-03,3.664551607675090202e-03,2.772785271714926000e-04,4.386028423785768609e+03,3.383706435392307084e-05
3.360416721974976515e-03,1.812648505323327707e-03,2.599535179562602349e-04,4.386034601671251039e+03,3.518078311597644961e-05
6.409554860617348252e-04,1.708605337086674739e-03,3.209344942559811276e-04,4.386086630996449458e+03,2.025378024795030572e-05
1.212229642248465454e-04,1.780104389408367765e-03,4.504263289100406695e-04,4.386047663480151641e+03,3.267637415650099890e-05
2.710052405181100597e-03,2.533022199721931926e-03,5.226861429298469567e-04,4.386051329324464859e+03,2.813674600824925419e-05
1.055435809897963548e-04,2.224235152653449964e-03,4.524869954917573774e-04,4.386068980249756351e+03,3.466572715416146313e-05
2.163104973785437164e-03,1.305110793639862547e-03,1.014319362454235669e-04,4.386092099431180941e+03,2.705378387077572993e-05
3.522813252650696010e-03,1.885119559664664860e-03,5.000989826117424424e-04,4.386053471175823688e+03,3.539944412851863428e-05
2.338115602599765211e-03,2.686029311893343551e-03,4.637986246444511474e-04,4.386064731994161775e+03,3.082560443993919162e-05
2.623457567037460435e-03,1.600651795316077129e-03,3.070523398237866102e-04,4.386042548648144475e+03,4.135769003886367217e-05
3.196327563400441860e-03,1.501211465709175776e-03,2.387260616810698969e-04,4.386041559072548807e+03,2.615866926270234833e-05
4.071142745543153505e-04,3.633365037772412747e-03,7.925592335305902368e-05,4.386045905394620604e+03,3.011775285439786509e-05
2.585282970790396800e-03,1.657202109869732650e-03,2.481819064002716664e-04,4.386057425957701525e+03,2.548337131973065281e-05
2.703542331956749600e-03,3.037328346069249375e-04,3.485699883228784686e-04,4.386057874289054780e+03,4.083782882401666378e-05
3.066773773240953974e-03,3.287087686848784614e-03,1.281802360766532984e-04,4.386042005838355180e+03,3.924793305337325128e-05
3.566846978351933574e-03,2.615614757633040986e-03,5.071777266466071833e-04,4.386031554102456539e+03,2.872185160257177753e-05
1.942150242192368717e-03,2.165199544836690984e-03,5.221750110044561834e-04,4.386055620967664254e+03,3.489890639602031571e-05
3.569437529831688462e-03,1.796558316248455557e-03,1.816836408181666260e-04,4.386031173878996924e+03,3.775934344259193387e-05
1.579798198084040369e-03,1.558533902120782556e-03,1.863180047226688577e-04,4.386053291612785870e+03,3.330753896618914765e-05
